name,address,city,state,zip_code,country,latitude,longitude
"Kentucky Fried Chicken - Ruskin, FL - 3102 College Avenue East",3102 College Avenue East,Ruskin,FL,33570,US,27.71359815,-82.39360971
"KFC 1805 U.S. Highway 1, S","1805 U.S. Highway 1, S",Saint Augustine,FL,32084,US,,
KFC 2515 County Road 208,2515 County Road 208,Saint Augustine,FL,32084,US,,
KFC 2200 Old Canoe Creek Rd,2200 Old Canoe Creek Rd,Saint Cloud,FL,34772,US,,
KFC 2733 13th St,2733 13th St,Saint Cloud,FL,34769,US,,
KFC 2430 34th St S,2430 34th St S,Saint Petersburg,FL,33711,US,,
KFC 6300 Ninth Street N,6300 Ninth Street N,Saint Petersburg,FL,33702,US,,
KFC 770 34th Street N,770 34th Street N,Saint Petersburg,FL,33713,US,,
KFC 3601 S. Orlando Dr,3601 S. Orlando Dr,Sanford,FL,32773,US,,
KFC 4659 W 1st Street,4659 W 1st Street,Sanford,FL,32771,US,,
KFC 3780 Bee Ridge Road,3780 Bee Ridge Road,Sarasota,FL,34233,US,,
KFC 6301 15th Street E,6301 15th Street E,Sarasota,FL,34243,US,,
"Kentucky Fried Chicken - Sebastian, FL - 1809 U.S. Highway 1",1809 U.S. Highway 1,Sebastian,FL,32958,US,27.8279793,-80.47840015
"Kentucky Fried Chicken - Sebring, FL - 960 U.S. Highway 27 N",960 U.S. Highway 27 N,Sebring,FL,33870,US,27.49225959,-81.48414849
"Kentucky Fried Chicken - Seffner, FL - 803 Dr. Martin Luther King Boulevard",803 Dr. Martin Luther King Boulevard,Seffner,FL,33584,US,27.98185754,-82.2880952
"Kentucky Fried Chicken - Starke, FL - 640 South Walnut",640 South Walnut,Starke,FL,32091,US,29.93925086,-82.11112708
"Kentucky Fried Chicken - Stuart, FL - 2419 SE Federal Highway",2419 SE Federal Highway,Stuart,FL,34994,US,27.17633303,-80.23447398
"Kentucky Fried Chicken - Sunrise, FL - 2491 North University Dr",2491 North University Dr,Sunrise,FL,33322,US,26.15542767,-80.25770529
KFC 100 Paul Russell Rd,100 Paul Russell Rd,Tallahassee,FL,32301,US,,
KFC 2828 North Monroe Street,2828 North Monroe Street,Tallahassee,FL,32303,US,,
KFC 3008 Apalachee Parkway,3008 Apalachee Parkway,Tallahassee,FL,32301,US,,
KFC 4650 W. Tennessee Street,4650 W. Tennessee Street,Tallahassee,FL,32304,US,,
"Kentucky Fried Chicken - Tamarac, FL - 7556 NW 58th Street",7556 NW 58th Street,Tamarac,FL,33321,US,26.19670997,-80.25167159
KFC 1605 W. Kennedy Boulevard,1605 W. Kennedy Boulevard,Tampa,FL,33606,US,,
KFC 1733 N. 50th Street,1733 N. 50th Street,Tampa,FL,33619,US,,
KFC 2212 E. Fowler Avenue,2212 E. Fowler Avenue,Tampa,FL,33612,US,,
KFC 3202 E. Hillsborough Avenue,3202 E. Hillsborough Avenue,Tampa,FL,33610,US,,
KFC 3509 E. Busch Boulevard,3509 E. Busch Boulevard,Tampa,FL,33612,US,,
KFC 4302 N. Armenia Avenue,4302 N. Armenia Avenue,Tampa,FL,33607,US,,
KFC 4402 W. Gandy Boulevard,4402 W. Gandy Boulevard,Tampa,FL,33611,US,,
KFC 5367 Ehrlich Road,5367 Ehrlich Road,Tampa,FL,33625,US,,
KFC 7605 W. Hillsborough Avenue,7605 W. Hillsborough Avenue,Tampa,FL,33615,US,,
KFC 8201 N. Florida Avenue,8201 N. Florida Avenue,Tampa,FL,33604,US,,
"Kentucky Fried Chicken - The Villages, FL - 3860 Wedgewood Lane",3860 Wedgewood Lane,The Villages,FL,32162,US,28.92793,-82.024821
"Kentucky Fried Chicken - Titusville, FL - 4670 South Street",4670 South Street,Titusville,FL,32780,US,28.55542393,-80.84762729
"Kentucky Fried Chicken - Umatilla, FL - 939 N Central Ave",939 N Central Ave,Umatilla,FL,32784,US,28.93963113,-81.66446522
"Kentucky Fried Chicken - Vero Beach, FL - 4040 20th Street",4040 20th Street,Vero Beach,FL,32960,US,27.63890268,-80.42757925
"Kentucky Fried Chicken - Wauchula, FL - 899 S. Sixth Avenue",899 S. Sixth Avenue,Wauchula,FL,33873,US,27.53807211,-81.80921773
KFC 1249 Palm Beach Lakes Blvd,1249 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,US,,
KFC 2525 South Military Trail,2525 South Military Trail,West Palm Beach,FL,33415,US,,
KFC 3045 North Military Trail,3045 North Military Trail,West Palm Beach,FL,33409,US,,
KFC 4720 Broadway,4720 Broadway,West Palm Beach,FL,33407,US,,
KFC 980 North Military Trail,980 North Military Trail,West Palm Beach,FL,33415,US,,
KFC Mile Post 94,Mile Post 94,West Palm Beach,FL,33414,US,,
KFC Mile Post 94,Mile Post 94,West Palm Beach,FL,33414,US,,
KFC Mile Post 299 Florida Turnpike,Mile Post 299 Florida Turnpike,Wildwood,FL,34785,US,,
KFC Mile Post 299 Florida Turnpike,Mile Post 299 Florida Turnpike,Wildwood,FL,34785,US,,
KFC 13320 W. Colonial Dr,13320 W. Colonial Dr,Winter Garden,FL,34787,US,,
KFC 3300 Daniels Road,3300 Daniels Road,Winter Garden,FL,34787,US,,
"Kentucky Fried Chicken - Winter Haven, FL - 401 Cypress Gardens Boulevard S.E",401 Cypress Gardens Boulevard S.E,Winter Haven,FL,33880,US,28.00442701,-81.7235516
"Kentucky Fried Chicken - Winter Park, FL - 4250 Aloma Ave",4250 Aloma Ave,Winter Park,FL,32792,US,28.61186448,-81.27928268
"Kentucky Fried Chicken - Zephyrhills, FL - 5506 North Gall Boulevard",5506 North Gall Boulevard,Zephyrhills,FL,33542,US,28.23760634,-82.18340184
KFC 5040 Cherokee Street,5040 Cherokee Street,Acworth,GA,30101,US,34.0750069,-84.6765234
KFC 6760 Highway 92,6760 Highway 92,Acworth,GA,30102,US,34.0874069,-84.5757445
KFC 1723 E Oglethorpe Blvd,1723 E Oglethorpe Blvd,Albany,GA,31705,US,31.5706713,-84.1068459
KFC 2727 Dawson Rd,2727 Dawson Rd,Albany,GA,31707,US,31.6209826,-84.2262461
KFC 400 Oglethorpe Avenue,400 Oglethorpe Avenue,Albany,GA,31701,US,31.5756987,-84.1778613
"Kentucky Fried Chicken - Alma, GA - 502 S. Pierce Street",502 S. Pierce Street,Alma,GA,31510,US,31.53821259,-82.46257041
"Kentucky Fried Chicken - Alpharetta, GA - 10960 State Bridge Road",10960 State Bridge Road,Alpharetta,GA,30022,US,34.0475468,-84.2243067
"Kentucky Fried Chicken - Americus, GA - 102 Tripp St",102 Tripp St,Americus,GA,31709,US,32.0729,-84.21715
"Kentucky Fried Chicken - Athens, GA - 2150 Barnett Shoals Road",2150 Barnett Shoals Road,Athens,GA,30605,US,33.92155214,-83.34210755
KFC 23 Joseph E Lowery Blvd. SW,23 Joseph E Lowery Blvd. SW,Atlanta,GA,30314,US,,
KFC 2475 Bouldercrest Rd. SE,2475 Bouldercrest Rd. SE,Atlanta,GA,30316,US,33.6884493,-84.3123573
KFC 2840 Greenbriar Pkwy. SW,2840 Greenbriar Pkwy. SW,Atlanta,GA,30331,US,33.6876025,-84.4896774
KFC 3510 Cascade Rd. SW,3510 Cascade Rd. SW,Atlanta,GA,30331,US,,
KFC 3604 Bakers Ferry Rd SW,3604 Bakers Ferry Rd SW,Atlanta,GA,30331,US,33.7589674,-84.505854
KFC 3901 Buford Hwy NE,3901 Buford Hwy NE,Atlanta,GA,30329,US,,
KFC 5245 Old National Hwy,5245 Old National Hwy,Atlanta,GA,30349,US,33.61254,-84.4725549
KFC 1816 Walton Way,1816 Walton Way,Augusta,GA,30904,US,,
KFC 2029 Windsor Springs Road,2029 Windsor Springs Road,Augusta,GA,30906,US,,
KFC 3425 Wrightsboro Road,3425 Wrightsboro Road,Augusta,GA,30909,US,,
"Kentucky Fried Chicken - Bainbridge, GA - 1015 E. Shotwell St",1015 E. Shotwell St,Bainbridge,GA,39819,US,30.90421292,-84.56297098
"Kentucky Fried Chicken - Baxley, GA - 400 East Parker Street",400 East Parker Street,Baxley,GA,31513,US,31.77721477,-82.34306939
"Kentucky Fried Chicken - Blairsville, GA - 369 Bracketts Way",369 Bracketts Way,Blairsville,GA,30512,US,34.8724631,-83.9656512
"Kentucky Fried Chicken - Bremen, GA - 155 U.S. Highway 27 Bypass",155 U.S. Highway 27 Bypass,Bremen,GA,30110,US,33.6976307,-85.1445016
"Kentucky Fried Chicken - Brunswick, GA - 400 Warren Mason Highway",400 Warren Mason Highway,Brunswick,GA,31520,US,31.21864265,-81.51958181
"Kentucky Fried Chicken - Buford, GA - 4368 Highway 20",4368 Highway 20,Buford,GA,30518,US,34.0947467,-84.0124622
"Kentucky Fried Chicken - Cairo, GA - 440 East Highway 84",440 East Highway 84,Cairo,GA,39828,US,30.88304163,-84.20197428
"Kentucky Fried Chicken - Calhoun, GA - 723 Highway 53",723 Highway 53,Calhoun,GA,30701,US,34.47221383,-84.92272895
KFC 1855 Marietta Highway,1855 Marietta Highway,Canton,GA,30114,US,,
KFC 3750 Sixes Road,3750 Sixes Road,Canton,GA,30114,US,,
KFC 6113 Hickory Flat Highway,6113 Hickory Flat Highway,Canton,GA,30114,US,,
"Kentucky Fried Chicken - Carrollton, GA - 575 Bankhead Hwy",575 Bankhead Hwy,Carrollton,GA,30117,US,33.58662897,-85.05753157
"Kentucky Fried Chicken - Cartersville, GA - 255 Cherokee Place",255 Cherokee Place,Cartersville,GA,30121,US,34.1716658,-84.7830964
"Kentucky Fried Chicken - Chatsworth, GA - 1043 North Third Avenue",1043 North Third Avenue,Chatsworth,GA,30705,US,34.78420903,-84.77133432
KFC 1801 South Lumpkin Road,1801 South Lumpkin Road,Columbus,GA,31903,US,,
KFC 1934 Manchester Expressway,1934 Manchester Expressway,Columbus,GA,31904,US,,
KFC 5615 Milgen Road,5615 Milgen Road,Columbus,GA,31907,US,,
KFC 6760 Veterans Parkway,6760 Veterans Parkway,Columbus,GA,31909,US,,
KFC 1675 Highway 138 SE,1675 Highway 138 SE,Conyers,GA,30013,US,,
KFC 2430 Salem Road SE,2430 Salem Road SE,Conyers,GA,30013,US,,
"Kentucky Fried Chicken - Cordele, GA - 1504 E. 16th Avenue",1504 E. 16th Avenue,Cordele,GA,31015,US,31.96091865,-83.75914862
"Kentucky Fried Chicken - Cornelia, GA - 1467 Highway 441 Bypass",1467 Highway 441 Bypass,Cornelia,GA,30531,US,34.50992056,-83.54558666
"Kentucky Fried Chicken - Covington, GA - 6103 Highway 278 NW",6103 Highway 278 NW,Covington,GA,30014,US,33.60472207,-83.87250544
"Kentucky Fried Chicken - Cumming, GA - 695 Atlanta Rd",695 Atlanta Rd,Cumming,GA,30040,US,34.18742212,-84.14360606
"Kentucky Fried Chicken - Dacula, GA - 555 Dacula Road",555 Dacula Road,Dacula,GA,30019,US,34.00031484,-83.90883217
"Kentucky Fried Chicken - Dallas, GA - 1245 Merchants Drive",1245 Merchants Drive,Dallas,GA,30132,US,33.91113816,-84.80090647
"Kentucky Fried Chicken - Dalton, GA - 1433 W. Walnut Ave",1433 W. Walnut Ave,Dalton,GA,30720,US,34.7598583,-84.9947109
"Kentucky Fried Chicken - Darien, GA - 13039 GA Highway 251",13039 GA Highway 251,Darien,GA,31305,US,31.39949699,-81.45102667
"Kentucky Fried Chicken - Dawsonville, GA - 104 Crossroads Blvd",104 Crossroads Blvd,Dawsonville,GA,30534,US,34.351543,-84.046783
KFC 2532 Wesley Chapel Rd,2532 Wesley Chapel Rd,Decatur,GA,30035,US,,
KFC 3555 Flat Shoals Rd,3555 Flat Shoals Rd,Decatur,GA,30034,US,,
"Kentucky Fried Chicken - Douglas, GA - 1002 North Peterson Street",1002 North Peterson Street,Douglas,GA,31533,US,31.5187003,-82.85028799
"Kentucky Fried Chicken - Douglasville, GA - Highway 5 Market Square Shopping Ctr",Highway 5 Market Square Shopping Ctr,Douglasville,GA,30135,US,33.72218391,-84.76334558
KFC 1630 Veterans Boulevard,1630 Veterans Boulevard,Dublin,GA,31021,US,,
KFC 2182 Highway 441 South,2182 Highway 441 South,Dublin,GA,31021,US,,
"Kentucky Fried Chicken - East Point, GA - 1395 Virginia Ave",1395 Virginia Ave,East Point,GA,30344,US,33.65947484,-84.43488839
"Kentucky Fried Chicken - Eastman, GA - 1020 Indian Drive",1020 Indian Drive,Eastman,GA,31023,US,32.18064107,-83.18037179
"Kentucky Fried Chicken - Elberton, GA - 253 Elbert Street",253 Elbert Street,Elberton,GA,30635,US,34.10905779,-82.86031055
"Kentucky Fried Chicken - Evans, GA - 516 N Belair Rd",516 N Belair Rd,Evans,GA,30809,US,33.5354281,-82.1300149
"Kentucky Fried Chicken - Fayetteville, GA - 205 Highway 314",205 Highway 314,Fayetteville,GA,30214,US,33.46794653,-84.44911671
"Kentucky Fried Chicken - Fitzgerald, GA - 809 South Grant Street",809 South Grant Street,Fitzgerald,GA,31750,US,31.70616991,-83.25310887
"Kentucky Fried Chicken - Forest Park, GA - 4845 Jonesboro Rd",4845 Jonesboro Rd,Forest Park,GA,30297,US,33.62018618,-84.35251449
"Kentucky Fried Chicken - Fort Oglethorpe, GA - 663 Battlefield Parkway",663 Battlefield Parkway,Fort Oglethorpe,GA,30742,US,34.95473689,-85.25371863
"Kentucky Fried Chicken - Fort Valley, GA - 210 N. Camilla Boulevard",210 N. Camilla Boulevard,Fort Valley,GA,31030,US,32.55683403,-83.88439605
"Kentucky Fried Chicken - Gainesville, GA - 1904 Browns Bridge Road",1904 Browns Bridge Road,Gainesville,GA,30501,US,34.28394989,-83.84944865
"Kentucky Fried Chicken - Garden City, GA - 4402 Augusta Road",4402 Augusta Road,Garden City,GA,31408,US,32.10571635,-81.15193312
"Kentucky Fried Chicken - Grayson, GA - 1855 Grayson Highway",1855 Grayson Highway,Grayson,GA,30017,US,33.89950036,-83.96200258
KFC 1410 North Expressway,1410 North Expressway,Griffin,GA,30223,US,,
KFC 202 S Hill Street,202 S Hill Street,Griffin,GA,30224,US,,
"Kentucky Fried Chicken - Grovetown, GA - 4040 Gateway Boulevard",4040 Gateway Boulevard,Grovetown,GA,30813,US,33.4796256,-82.1946208
"Kentucky Fried Chicken - Hampton, GA - 11325 Tara Blvd",11325 Tara Blvd,Hampton,GA,30228,US,33.44611385,-84.32475115
"Kentucky Fried Chicken - Hephzibah, GA - 4106 Windsor Spring Rd",4106 Windsor Spring Rd,Hephzibah,GA,30815,US,33.3757285,-82.07219057
"Kentucky Fried Chicken - Hinesville, GA - 733 E. Oglethorpe Boulevard",733 E. Oglethorpe Boulevard,Hinesville,GA,31313,US,31.85150654,-81.58180903
"Kentucky Fried Chicken - Jefferson, GA - 4821 US Hwy 129 North",4821 US Hwy 129 North,Jefferson,GA,30549,US,34.15163429,-83.64161189
"Kentucky Fried Chicken - Jesup, GA - 995 S. First Street",995 S. First Street,Jesup,GA,31545,US,31.60409602,-81.9067516
"Kentucky Fried Chicken - Jonesboro, GA - 8687 Tara Blvd",8687 Tara Blvd,Jonesboro,GA,30236,US,33.51808624,-84.36417595
"Kentucky Fried Chicken - Kennesaw, GA - 1970 N Cobb Parkway",1970 N Cobb Parkway,Kennesaw,GA,30152,US,34.00125933,-84.59182556
"Kentucky Fried Chicken - Kingsland, GA - 1364 East Boone Avenue",1364 East Boone Avenue,Kingsland,GA,31548,US,30.788032,-81.65336525
"Kentucky Fried Chicken - Lagrange, GA - 305 New Franklin Road",305 New Franklin Road,Lagrange,GA,30240,US,33.0485604,-85.0290285
KFC 4776 Sugarloaf Parkway,4776 Sugarloaf Parkway,Lawrenceville,GA,30044,US,,
KFC 675 Georgia Highway 120,675 Georgia Highway 120,Lawrenceville,GA,30045,US,,
KFC 928 Buford Drive,928 Buford Drive,Lawrenceville,GA,30043,US,,
"Kentucky Fried Chicken - Lithonia, GA - 2848 Panola Road",2848 Panola Road,Lithonia,GA,30058,US,33.7050844,-84.16923683
"Kentucky Fried Chicken - Locust Grove, GA - 313 Tanger Blvd",313 Tanger Blvd,Locust Grove,GA,30248,US,33.35206344,-84.12078222
"Kentucky Fried Chicken - Loganville, GA - 4065 Highway 78",4065 Highway 78,Loganville,GA,30052,US,33.84595136,-83.91199049
KFC 190 Tom Hill Sr. Boulevard,190 Tom Hill Sr. Boulevard,Macon,GA,31210,US,,
KFC 3837 Bloomfield Road,3837 Bloomfield Road,Macon,GA,31206,US,,
KFC 4030 Pio Nono Avenue,4030 Pio Nono Avenue,Macon,GA,31206,US,,
KFC 4475 Forsyth Road,4475 Forsyth Road,Macon,GA,31210,US,,
KFC 844 Shurling Drive,844 Shurling Drive,Macon,GA,31211,US,,
"Kentucky Fried Chicken - Madison, GA - 1971 Eatonton Highway",1971 Eatonton Highway,Madison,GA,30650,US,33.55829207,-83.47644018
KFC 1130 Powder Spring Road,1130 Powder Spring Road,Marietta,GA,30064,US,,
KFC 12 Cobb Pkwy. N,12 Cobb Pkwy. N,Marietta,GA,30062,US,,
KFC 2540 Delk Rd SE,2540 Delk Rd SE,Marietta,GA,30067,US,,
"Kentucky Fried Chicken - McDonough, GA - 1078 Highway 20-81",1078 Highway 20-81,McDonough,GA,30253,US,33.43126687,-84.17875027
"Kentucky Fried Chicken - Metter, GA - 1135 South Lewis Street",1135 South Lewis Street,Metter,GA,30439,US,32.377215,-82.06218621
"Kentucky Fried Chicken - Milledgeville, GA - 2337 N. Columbia Street",2337 N. Columbia Street,Milledgeville,GA,31061,US,33.10825219,-83.25333247
"Kentucky Fried Chicken - Morrow, GA - 1493 Mount Zion Rd",1493 Mount Zion Rd,Morrow,GA,30260,US,33.57091509,-84.34174245
"Kentucky Fried Chicken - Moultrie, GA - 300 Lane Street",300 Lane Street,Moultrie,GA,31768,US,31.17572722,-83.76229936
"Kentucky Fried Chicken - Nashville, GA - 511 South Davis Street",511 South Davis Street,Nashville,GA,31639,US,31.20173978,-83.25123397
"Kentucky Fried Chicken - Newnan, GA - 398 Bullsboro Drive",398 Bullsboro Drive,Newnan,GA,30263,US,33.3955591,-84.7627554
KFC 1635 Indian Trail Rd,1635 Indian Trail Rd,Norcross,GA,30093,US,,
KFC 4025 Holcomb Bridge Rd,4025 Holcomb Bridge Rd,Norcross,GA,30092,US,,
"Kentucky Fried Chicken - Oakwood, GA - 3711 Mundy Mill Rd",3711 Mundy Mill Rd,Oakwood,GA,30566,US,34.2295575,-83.8694629
"Kentucky Fried Chicken - Perry, GA - 1416 Sam Nunn Boulevard",1416 Sam Nunn Boulevard,Perry,GA,31069,US,32.46994411,-83.74119144
"Kentucky Fried Chicken - Pine Mountain, GA - 5700 Highway 354",5700 Highway 354,Pine Mountain,GA,31822,US,32.85277571,-84.84618678
"Kentucky Fried Chicken - Pooler, GA - 1005 Highway 80 East",1005 Highway 80 East,Pooler,GA,31322,US,32.11059868,-81.23468401
"Kentucky Fried Chicken - Powder Springs, GA - 4022 Powder Springs Rd SW",4022 Powder Springs Rd SW,Powder Springs,GA,30127,US,33.85929223,-84.67139076
"Kentucky Fried Chicken - Richmond Hill, GA - 4585 US Highway 17 Highway 17 @ I-95",4585 US Highway 17 Highway 17 @ I-95,Richmond Hill,GA,31324,US,31.92405591,-81.33539641
"Kentucky Fried Chicken - Rincon, GA - 457 S. Columbia Avenue",457 S. Columbia Avenue,Rincon,GA,31326,US,32.2762969,-81.23019312
"Kentucky Fried Chicken - Ringgold, GA - 5387 Alabama Highway",5387 Alabama Highway,Ringgold,GA,30736,US,34.9128465,-85.12425373
"Kentucky Fried Chicken - Riverdale, GA - 6892 Highway 85",6892 Highway 85,Riverdale,GA,30274,US,33.5668073,-84.4125806
"Kentucky Fried Chicken - Rockmart, GA - 130 Felton Drive",130 Felton Drive,Rockmart,GA,30153,US,34.01095372,-85.0414758
"Kentucky Fried Chicken - Rome, GA - 820 Turner McCall Blvd",820 Turner McCall Blvd,Rome,GA,30161,US,34.26015526,-85.1684232
"Kentucky Fried Chicken - Roswell, GA - 676 Holcomb Bridge Rd",676 Holcomb Bridge Rd,Roswell,GA,30076,US,34.03375354,-84.34120691
"Kentucky Fried Chicken - Sandersville, GA - 727 South Harris",727 South Harris,Sandersville,GA,31082,US,32.96978833,-82.8080511
KFC 11502 Abercorn Extension,11502 Abercorn Extension,Savannah,GA,31419,US,,
KFC 19 Mersy Way,19 Mersy Way,Savannah,GA,31405,US,,
KFC 2610 Skidaway Road,2610 Skidaway Road,Savannah,GA,31404,US,,
KFC 405 W. Gwinnet Street,405 W. Gwinnet Street,Savannah,GA,31401,US,,
KFC 7705 Waters Avenue,7705 Waters Avenue,Savannah,GA,31406,US,,
"Kentucky Fried Chicken - Smyrna, GA - 2637 Cobb Pkwy. SE",2637 Cobb Pkwy. SE,Smyrna,GA,30080,US,33.88921136,-84.47387354
"Kentucky Fried Chicken - Snellville, GA - 2663 W. Main Street",2663 W. Main Street,Snellville,GA,30078,US,33.85641925,-84.02491682
"Kentucky Fried Chicken - Statesboro, GA - 898 Buckhead Drive",898 Buckhead Drive,Statesboro,GA,30458,US,32.43451756,-81.75734999
KFC 102 Highway 138 W,102 Highway 138 W,Stockbridge,GA,30281,US,,
KFC 955 Eagles Landing Parkway,955 Eagles Landing Parkway,Stockbridge,GA,30281,US,,
KFC 5290 Highway 78,5290 Highway 78,Stone Mountain,GA,30087,US,,
KFC 5681 Memorial Dr,5681 Memorial Dr,Stone Mountain,GA,30083,US,,
"Kentucky Fried Chicken - Swainsboro, GA - 302 South Main Street",302 South Main Street,Swainsboro,GA,30401,US,32.5930475,-82.3313495
"Kentucky Fried Chicken - Sylvester, GA - 501 East Franklin Street",501 East Franklin Street,Sylvester,GA,31791,US,31.53057166,-83.83075704
"Kentucky Fried Chicken - Tallapoosa, GA - 882 Georgia Highway 100 S",882 Georgia Highway 100 S,Tallapoosa,GA,30176,US,33.682544,-85.263222
"Kentucky Fried Chicken - Thomaston, GA - 1051 Highway 19 North",1051 Highway 19 North,Thomaston,GA,30286,US,32.92363776,-84.333894
"Kentucky Fried Chicken - Thomasville, GA - 13777 U.S. Highway 19 South",13777 U.S. Highway 19 South,Thomasville,GA,31792,US,30.83795011,-83.94454122
"Kentucky Fried Chicken - Tifton, GA - 804 W. Second Street",804 W. Second Street,Tifton,GA,31794,US,31.45750174,-83.52525347
"Kentucky Fried Chicken - Toccoa, GA - 771 Big A Road",771 Big A Road,Toccoa,GA,30577,US,34.57325092,-83.31096224
"Kentucky Fried Chicken - Tucker, GA - 4295 Lawrenceville Highway",4295 Lawrenceville Highway,Tucker,GA,30084,US,33.85520093,-84.20903425
"Kentucky Fried Chicken - Union City, GA - 4725 Jonesboro Road",4725 Jonesboro Road,Union City,GA,30291,US,33.56974035,-84.54139461
KFC 1207 North Ashley Street,1207 North Ashley Street,Valdosta,GA,31601,US,,
KFC 1300 N. Saint Augustine Road,1300 N. Saint Augustine Road,Valdosta,GA,31601,US,,
KFC 3026 North Ashley Street,3026 North Ashley Street,Valdosta,GA,31602,US,,
"Kentucky Fried Chicken - Vidalia, GA - 2601 E. First Street",2601 E. First Street,Vidalia,GA,30474,US,32.20641553,-82.37571741
"Kentucky Fried Chicken - Villa Rica, GA - 126 Highway 61",126 Highway 61,Villa Rica,GA,30180,US,33.72507835,-84.93892431
"Kentucky Fried Chicken - Warner Robins, GA - 409 N. Davis Drive",409 N. Davis Drive,Warner Robins,GA,31093,US,32.62750598,-83.61343009
"Kentucky Fried Chicken - Waycross, GA - 2405 Plant Avenue",2405 Plant Avenue,Waycross,GA,31501,US,31.23123258,-82.33241416
"Kentucky Fried Chicken - Waynesboro, GA - 600 Hopkins Corner Drive",600 Hopkins Corner Drive,Waynesboro,GA,30830,US,33.10526976,-82.02397869
"Kentucky Fried Chicken - Winder, GA - 180 W. Athens Street",180 W. Athens Street,Winder,GA,30680,US,33.99519997,-83.73312003
"Kentucky Fried Chicken - Wrens, GA - 302 North Main Street",302 North Main Street,Wrens,GA,30833,US,33.21107742,-82.38571114
"Kentucky Fried Chicken - Algona, IA - 1513 U.S. Highway 169 North",1513 U.S. Highway 169 North,Algona,IA,50511,US,43.08250604,-94.23763694
"Kentucky Fried Chicken - Altoona, IA - 2639 Adventureland Dr",2639 Adventureland Dr,Altoona,IA,50009,US,41.65891332,-93.49515399
"Kentucky Fried Chicken - Ankeny, IA - 918 E 1st Street",918 E 1st Street,Ankeny,IA,50021,US,41.73231245,-93.5836279
"Kentucky Fried Chicken - Atlantic, IA - 905 W. Seventh Street",905 W. Seventh Street,Atlantic,IA,50022,US,41.40220932,-95.02829415
"Kentucky Fried Chicken - Burlington, IA - 345 North Roosevelt Road",345 North Roosevelt Road,Burlington,IA,52601,US,40.81447579,-91.14230164
"Kentucky Fried Chicken - Cedar Falls, IA - 6104 University Avenue",6104 University Avenue,Cedar Falls,IA,50613,US,42.51356604,-92.43104412
KFC 1334 Edgewood Road South West,1334 Edgewood Road South West,Cedar Rapids,IA,52404,US,,
KFC 1341 First Avenue SE,1341 First Avenue SE,Cedar Rapids,IA,52402,US,,
KFC 3927 Center Point Road,3927 Center Point Road,Cedar Rapids,IA,52402,US,42.0194404,-91.6654821
"Kentucky Fried Chicken - Centerville, IA - 306 East Maple",306 East Maple,Centerville,IA,52544,US,40.73228609,-92.87195013
"Kentucky Fried Chicken - Clear Lake, IA - 10 Plaza Drive",10 Plaza Drive,Clear Lake,IA,50428,US,43.14602518,-93.36136936
"Kentucky Fried Chicken - Clinton, IA - 924 N. 2nd Street",924 N. 2nd Street,Clinton,IA,52732,US,41.854632,-90.186565
"Kentucky Fried Chicken - Clive, IA - 11406 Forest Avenue",11406 Forest Avenue,Clive,IA,50325,US,41.60116724,-93.77274061
KFC 1751 Madison Ave,1751 Madison Ave,Council Bluffs,IA,51503,US,,
KFC 2810 W. Broadway,2810 W. Broadway,Council Bluffs,IA,51501,US,,
KFC 1012 West Kimberly,1012 West Kimberly,Davenport,IA,52806,US,,
KFC 208 W. Locust Street,208 W. Locust Street,Davenport,IA,52803,US,,
KFC 3843 Elmore Ave,3843 Elmore Ave,Davenport,IA,52807,US,,
KFC 4005 Merle Hay Road,4005 Merle Hay Road,Des Moines,IA,50310,US,,
KFC 4815 Southwest 9th Street,4815 Southwest 9th Street,Des Moines,IA,50315,US,,
KFC 902 East Euclid Avenue,902 East Euclid Avenue,Des Moines,IA,50316,US,,
KFC 1725 John F. Kennedy Road,1725 John F. Kennedy Road,Dubuque,IA,52002,US,,
KFC 1957 Central Avenue,1957 Central Avenue,Dubuque,IA,52001,US,,
"Kentucky Fried Chicken - Fort Dodge, IA - 3057 First Avenue S",3057 First Avenue S,Fort Dodge,IA,50501,US,42.50504281,-94.15312134
"Kentucky Fried Chicken - Fort Madison, IA - 1421 Avenue H",1421 Avenue H,Fort Madison,IA,52627,US,40.63042796,-91.32385469
"Kentucky Fried Chicken - Grinnell, IA - 229 West Street",229 West Street,Grinnell,IA,50112,US,41.73409409,-92.72770934
"Kentucky Fried Chicken - Iowa City, IA - 130 Highway 1 West",130 Highway 1 West,Iowa City,IA,52246,US,41.64788217,-91.54126122
"Kentucky Fried Chicken - Keokuk, IA - 3010 Main Street",3010 Main Street,Keokuk,IA,52632,US,40.41433735,-91.40344967
"Kentucky Fried Chicken - Mason City, IA - 1615 4th Street Southwest",1615 4th Street Southwest,Mason City,IA,50401,US,43.14786151,-93.22516983
"Kentucky Fried Chicken - Mount Pleasant, IA - 701 Wohlleber Drive",701 Wohlleber Drive,Mount Pleasant,IA,52641,US,40.97428232,-91.53954576
"Kentucky Fried Chicken - Muscatine, IA - 2515 Park Avenue",2515 Park Avenue,Muscatine,IA,52761,US,41.45138275,-91.02951215
"Kentucky Fried Chicken - Newton, IA - 1300 West 18th Street South",1300 West 18th Street South,Newton,IA,50208,US,41.68733692,-93.07633304
